,product_name,image,description,price
435,樹頂蘋果汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020003391654711337.jpg,10 OZ,HK$9.90
436,橙味炭酸飲品,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028506671654939317.jpg,420ML,HK$15.90
437,檸檬可口可樂八罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029033421654939536.jpg,8X330ML,HK$37.00
438,檸檬堂定番檸檬啤酒,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,350ml,HK$13.90
439,檸檬堂鬼檸檬啤酒,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,350ml,HK$13.90
440,氣泡酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024044651654937096.jpg,750ML,HK$132.00
441,水動樂 電解質補充飲品粉末,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028107601654939097.jpg,5X51G,HK$42.90
442,水動樂等滲補飲品,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025819081654938157.jpg,1pc,HK$15.50
443,汾酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020249171654711883.jpg,750ml,HK$105.00
444,法國伊雲天然礦泉水,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020016181654711371.jpg,500ML,HK$9.90
445,法國伊雲礦泉水,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020016261654711372.jpg,330ML,HK$8.50
446,法國勃根地葡萄酒禮,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021110601654712657.jpg,750MLX2,HK$429.00
447,法國武當嘉棣珍藏梅,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021038361654712613.jpg,750ML,HK$199.00
448,法國武當紅酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020256661654711912.jpg,750ML,HK$129.00
449,泰國P仔 椰奶椰果露,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021340051654712837.jpg,290ML,HK$11.90
450,泰國P仔 芒果椰果露,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021340131654712838.jpg,290ML,HK$11.90
451,泰象啤酒 490ML X 4 罐,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0202568891654941440.jpg,4*490ml,HK$29.90
452,津路 烏龍茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021188751654712706.jpg,500ML,HK$8.90
453,淳·茶舍消茶煎茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024551451654937398.jpg,500ML,HK$8.50
454,淳。茶舍 大紅袍烏龍茶無糖 (1.2公升),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025559511654938000.jpg,1pc,HK$15.50
455,淳。茶舍 消茶 普洱茶飲料,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023191011654936641.jpg,500ML,HK$8.20
456,淳。茶舍 雲抹日式綠茶 (1.2公升),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020373311654712025.jpg,1pc,HK$15.20
457,淳茶舍 大紅袍烏龍茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023269571654936712.jpg,500ML,HK$8.20
458,淳茶舍雲抹日式綠茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029216171654939596.jpg,500ML,HK$8.20
459,清河韓國清酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022827471654936437.jpg,300ML,HK$20.90
460,清涼水 1.5公升,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020117571654711572.jpg,1.5LIT,HK$6.50
461,清涼水 750毫升,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021842161654713282.jpg,750ML,HK$4.50
462,清淨園 紅醋 - 石榴味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025439401654937929.jpg,900ml,HK$69.00
463,清淨園 紅醋 - 藍莓味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026188251654938326.jpg,900ml,HK$69.00
464,清淨園 紅醋 - 黑莓味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026188171654938325.jpg,900ml,HK$69.00
465,清熱酷,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026165971654938312.jpg,4X6G,HK$16.90
466,清熱酷 綠涼茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026023161654938245.jpg,350ML,HK$8.90
467,清熱酷 草本檸檬飲料,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026200601654938341.jpg,350ML,HK$8.90
468,清熱酷 草本百花菊,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002862837-1_2.jpg,350ML,HK$8.90
469,清酒純米吟釀冷藏,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022222061654713570.jpg,300ML,HK$69.00
470,清酒純米吟釀特撰,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020266641654711939.jpg,1800ML,HK$349.00
471,清酒純米吟釀特撰,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022222141654713571.jpg,720ML,HK$169.00
472,澳洲喜喜赤霞珠紅酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025108651654937728.jpg,750ML,HK$89.00
473,炭燒三合一咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022237821654713577.jpg,1pc,HK$30.50
474,燒酎威士忌炭酸汽酒 500ML,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0201290521654941316.jpg,500ML,HK$13.90
475,獅威 啤酒6罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026538221654938477.jpg,6X330ML,HK$29.90
476,獅威 啤酒大罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026135031654938297.jpg,500 ML,HK$6.90
477,玉乃光純米吟釀招財白狐,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,300ml,HK$109.00
478,玉泉 +C有汽檸檬味飲品,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025001141654937682.jpg,500ML,HK$9.00
479,玉泉忌廉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020032001654711418.jpg,500ML,HK$9.00
480,玉泉忌廉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020038041654711440.jpg,1pc,HK$11.50
481,珠江橋中九江雙蒸酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020284961654711968.jpg,250 ML,HK$9.50
482,珠江橋牌中廣東米酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020284701654711966.jpg,250 ML,HK$9.50
483,珠江橋牌大廣東米酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020284621654711965.jpg,500 ML,HK$17.50
484,珠江橋牌大玉冰燒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020285041654711969.jpg,500 ML,HK$19.90
485,琉球泡盛-金 25%,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029126571654939557.jpg,720 ML,HK$155.00
486,瑞士伊美 特級牛奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025402841654937908.jpg,1pc,HK$35.90
487,瑞士伊美特級低脂牛奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029965281654940089.jpg,1pc,HK$35.90
488,生力白啤490ML罐裝啤酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0202087161654941352.jpg,490ml,HK$17.90
489,男山 特別純米 北海道,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024173011654937181.jpg,720ML,HK$279.00
490,白壁藏大吟釀,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025971691654938210.jpg,640ML,HK$149.00
491,白壁藏<澪>清酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027711451654938899.jpg,300ML,HK$49.90
492,白瀧上善如水吟釀酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022409271654713700.jpg,300ML,HK$79.00
493,白瀧上善如水吟釀酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023386301654936765.jpg,1.8LIT,HK$305.00
494,白瀧熟成純米吟釀酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022409191654713699.jpg,720ML,HK$199.00
495,白雪淡麗清酒大號,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028469131654939304.jpg,1pc,HK$105.00
496,白雪特級清酒15.1%,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024847801654937582.jpg,2LIT,HK$119.00
497,白雪生清酒12.8%,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027807991654938953.jpg,300 ML,HK$35.90
498,百事可樂,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023250741654936700.jpg,500 ML,HK$7.90
499,百威啤酒 四巨罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025175711654937776.jpg,4X500ML,HK$42.90
500,皇冠ICE伏特加檸檬味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027629121654938874.jpg,300ML,HK$13.90
501,皇冠伏特加,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020262501654711926.jpg,1pc,HK$125.00
502,皇牌香檳,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020260371654711917.jpg,1pc,HK$358.00
503,真露米酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025566601654938013.jpg,1000ML,HK$28.90
504,神之河麥燒酌 720毫升,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022827211654936436.jpg,720ML,HK$129.00
505,立頓茶包,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020008341654711347.jpg,25'S,HK$12.50
506,竹鶴純麥威士忌,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029842351654939976.jpg,700ML,HK$849.00
507,紅牛 強態飲品,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028314441654939213.jpg,355ML,HK$23.90
508,紅牛 強態飲品,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028628601654939365.jpg,250 ML,HK$15.90
509,純米大吟釀備前雄町,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026043041654938259.jpg,300ML,HK$139.00
510,純米大吟釀備前雄町,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029412271654939687.jpg,1800 ML,HK$699.00
511,維他 Q版低糖維他奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022893381654936480.jpg,4X125ML,HK$11.90
512,維他 Q版低糖麥精維他奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022893461654936482.jpg,4X125ML,HK$11.90
513,維他 Q版維他奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022471951654713753.jpg,4X125ML,HK$11.90
514,維他 日桃茶飲品膠樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022482681654713762.jpg,500ML,HK$10.50
515,維他 檸檬茶(樽裝),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020139851654711629.jpg,500ML,HK$10.50
516,維他 檸檬茶9包裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022028511654713451.jpg,9X250ML,HK$24.90
517,維他 港式奶茶膠樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002248276.jpg,,HK$8.90
518,維他 燕麥鈣思寶高鈣荳奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029352781654939662.jpg,1LIT,HK$13.90
519,維他 燕麥鈣思寶高鈣豆奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028805651654939429.jpg,6'S,HK$24.90
520,維他 純荳漿,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020354261654712010.jpg,1LIT,HK$12.90
521,維他 菊花茶 250毫升(9包優惠裝),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022028691654713453.jpg,9X250ML,HK$24.90
522,維他 蘋果綠茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029967001654940091.jpg,6X250ML,HK$12.90
523,維他 蜜糖菊花茶250毫升(6包裝) 250MLx6,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021823191654713272.jpg,6X250ML,HK$16.90
524,維他 鈣思寶植物固臻,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028396451654939260.jpg,6X250ML,HK$28.90
525,維他 錫蘭檸檬茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022441761654713737.jpg,6X250ML,HK$16.90
526,維他 高鈣低脂奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028805571654939428.jpg,6'S,HK$31.90
527,維他命C電解質香橙,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026549861654938488.jpg,500ML,HK$9.90
528,維他奶 低糖維他奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021979521654713420.jpg,6'S,HK$20.90
529,維他奶 膠樽裝480毫升,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021278351654712771.jpg,480ML,HK$10.50
530,維他奶 麥精味膠樽裝480毫升,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021278431654712772.jpg,480ML,HK$10.50
531,維他果然系冰極蜜桃茶6包裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023250661654936699.jpg,6X250ML,HK$12.90
532,維他檸檬茶6包裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020738491654712410.jpg,6'S,HK$16.90
533,維他清心棧 蘋果茉梨茶 (250毫升x6包裝),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029701501654939891.jpg,250MLX6,HK$16.90
534,維他鈣思寶高鈣無糖原味豆奶6包裝,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,250MLX6,HK$24.90
535,維他鈣思寶高鈣荳奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023750201654936951.jpg,1LIT,HK$13.90
536,維他鈣思寶高鈣豆奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024462501654937353.jpg,6X250ML,HK$24.90
537,維他鮮綠茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025859091654938166.jpg,480ML,HK$13.50
538,綾鷹綠茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029722631654939906.jpg,525ML,HK$13.90
539,美亞RUM酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020262271654711924.jpg,750毫升,HK$205.00
540,美國 原味杏仁樂,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029145391654939565.jpg,946ML,HK$32.90
541,美國 朱古力杏仁樂,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029145471654939567.jpg,946ML,HK$32.90
542,美國 無糖原味杏仁樂,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024400061654937306.jpg,946ML,HK$32.90
543,美國 雲呢拿味杏仁樂,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020440481654712066.jpg,946ML,HK$32.90
544,美粒果 果粒橙汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022721281654936368.jpg,420ML,HK$7.80
545,美粒果 果粒橙汁 (1.2公升),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022952851654936520.jpg,1pc,HK$14.50
546,義美 酸梅湯,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024313281654937254.jpg,1pc,HK$23.90
547,肥前屋大吟釀,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028537521654939333.jpg,720ML,HK$239.00
548,胡蘆樽薄荷酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020259891654711915.jpg,1pc,HK$189.00
549,艾丁格 啤酒樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022460071654713741.jpg,500 ML,HK$22.90
550,芬達橙汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020012791654711361.jpg,500ML,HK$9.00
551,花泉 韓國蜂蜜柚子茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025277291654937843.jpg,1KG,HK$69.00
552,花泉 韓國蜂蜜柚子茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029294121654939633.jpg,580G,HK$36.90
553,花泉 韓國蜂蜜檸檬茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025277781654937846.jpg,1KG,HK$69.00
554,花泉 韓國蜂蜜生薑茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025277601654937845.jpg,1KG,HK$69.00
555,英國 麥菲士黑啤巨罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020160121654711660.jpg,500ML,HK$15.90
556,茉莉綠茶飲料無糖,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024528861654937384.jpg,500ML,HK$8.20
557,茶包,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020008001654711346.jpg,100'S,HK$42.90
558,莫斯卡托汽泡酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026996921654938630.jpg,750ML,HK$179.00
559,菊正宗日本清酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020254501654711907.jpg,1.8LT,HK$109.00
560,菊花茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027510141654938832.jpg,500ML,HK$10.50
561,葡萄適 EXTRA能量夏日果味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028809531654939430.jpg,300ML,HK$7.90
562,葡萄適原味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020004871654711339.jpg,300ML,HK$7.90
563,葡萄適純橙,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020004951654711340.jpg,300ML,HK$7.90
564,藍妹 啤酒6罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028235571654939178.jpg,6X330ML,HK$70.50
565,藍妹 啤酒大罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028235321654939177.jpg,500ML,HK$14.50
566,藍妹 啤酒樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021331631654712823.jpg,330ML,HK$16.50
567,藍妹啤酒罐庄,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020263671654711934.jpg,330ML,HK$13.50
568,藍帶馬爹利,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020261771654711920.jpg,1pc,"HK$1,710.00"
569,虎牌 巨罐裝啤酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022802791654936427.jpg,500ML,HK$8.90
