,product_name,image,description,price
914,健怡七喜八罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029093561654939543.jpg,8X330 ML,HK$28.50
915,健怡檸檬可樂,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026023991654938248.jpg,500ML,HK$9.00
916,健怡檸檬可樂八罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026023811654938247.jpg,8X330ML,HK$32.50
917,健怡百事可樂八罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024340251654937263.jpg,8X330ML,HK$28.50
918,光武北斗之拳健次郎特別版甜薯燒酎,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200169601654941116.jpg,900毫升,HK$299.00
919,光武北斗之拳雷奧特別版甜薯燒酎,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200169781654941117.jpg,900毫升,HK$299.00
920,六罐裝中國茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020006441654711341.jpg,102G,HK$51.00
921,冷山茶王 蜂蜜綠茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/d/a/da010-2.jpg,,HK$8.90
922,勝獅 啤酒大樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028374251654939242.jpg,630ML,HK$17.90
923,勝獅 啤酒樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025564471654938006.jpg,330ML,HK$10.90
924,勝獅 啤酒罐裝 6X330毫升,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0203438441654941518.jpg,6*330ml,HK$39.90
925,北川半兵衛商店 伝說日式綠茶 430ML,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024440811654937329.jpg,430ML,HK$11.50
926,北海道 Hakodate 國產威格紅酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022858641654936462.jpg,720ML,HK$149.00
927,北海道 富良野特選3.7牛乳 (1000ML),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027884121654938991.jpg,1pc,HK$26.90
928,十字牌有機純牛奶200毫升3件裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0203258821654941500.jpg,3X200ML,HK$31.90
929,十年明 5年日本威士忌,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200229011654941141.jpg,700毫升,HK$779.00
930,卡洛塔妮 成人即溶奶粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029932101654940074.jpg,400G,HK$145.00
931,可口可樂,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020029471654711412.jpg,330ML,HK$4.90
932,可口可樂 紅茶花伝奶茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002071819-1_2.jpg,,HK$18.50
933,可口可樂十二罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025242621654937820.jpg,12X330ML,HK$48.00
934,可口可樂特別版,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021811391654713256.jpg,250ML,HK$14.90
935,可口可樂蘋果汽水,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200463481654941168.jpg,500毫升,HK$13.90
936,可可粉罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026155731654938306.jpg,250G,HK$43.90
937,台灣龍泉 啤酒水果吧-檸檬,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020008355.jpg,,HK$11.90
938,台灣龍泉 啤酒水果吧-水蜜桃,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020008348.jpg,,HK$11.90
939,合同酒精 直球勝負 檸檬味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0202462521654941407.jpg,350ml,HK$12.90
940,合同酒精 鍛高譚 紫蘇梅酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022901041654936483.jpg,500ML,HK$99.00
941,合同酒精 鍛高譚 紫蘇燒酎 盒裝 900ML,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200845541654941256.jpg,900ml,HK$79.00
942,合同酒精 鍛高譚紫蘇燒酎,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023327571654936740.jpg,1800ML,HK$149.00
943,合同酒精 黑醋酒檸檬口味,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,350ML,HK$12.90
944,名門藏梅酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028747821654939415.jpg,720ML,HK$159.00
945,味滋康蘋果醋,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022265611654713614.jpg,500ML,HK$38.90
946,喜力 啤酒樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026100531654938286.jpg,1pc,HK$16.50
947,喜力啤酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020277041654711953.jpg,330ML,HK$8.90
948,喜力啤酒六罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024415091654937320.jpg,6X330ML,HK$55.50
949,嘉士伯 啤酒12罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026716591654938532.jpg,12X330ML,HK$84.90
950,嘉士伯 啤酒6罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024457401654937348.jpg,6X330ML,HK$43.90
951,嘉士伯 醇滑巨罐裝4罐裝,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,4x500ml,HK$38.00
952,嘉露家族梅洛紅酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028639591654939367.jpg,187ML,HK$15.90
953,嘉露家族莎當妮白酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027412471654938801.jpg,750ML,HK$49.90
954,嘉露家族蜜思加白酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024672721654937460.jpg,750 ML,HK$49.90
955,嘉露家族蜜思加白酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028639671654939367.jpg,187ML,HK$15.90
956,嘉露家族赤霞珠紅酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021117971654712661.jpg,187 ML,HK$15.90
957,嘉露家族赤霞珠紅酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022119441654713531.jpg,750ML,HK$49.90
958,嚐慢活茶飲 - 黑糖冬瓜,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200500431654941187.jpg,240G,HK$45.00
959,嚐慢活茶飲 - 黑糖陳皮檸檬,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200500351654941185.jpg,240G,HK$45.00
960,地捫西梅汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020035721654711426.jpg,32OZ,HK$54.50
961,塔牌籃招紙花雕酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026043791654938260.jpg,640ML,HK$27.50
962,壽星公甜奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020013451654711364.jpg,374G,HK$11.00
963,大排檔三合一奶茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022763921654936403.jpg,10X17G,HK$18.90
964,大排檔三合一鴛鴦,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022764181654936403.jpg,10X17G,HK$18.90
965,大排檔西冷紅茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022763761654936402.jpg,100X2.5G,HK$41.90
966,大衛杜夫 特濃蒸餾咖啡粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021300601654712796.jpg,250G,HK$89.90
967,天吹大吟釀山田錦,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028882461654939464.jpg,720ML,HK$459.00
968,天吹裹大吟釀愛山,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028882531654939465.jpg,720ML,HK$459.00
969,天喔 炭燒鴛鴦奶茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028959441654939486.jpg,500ML,HK$7.90
970,天喔茶庄 蜂蜜柚子茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026841401654938565.jpg,500ML,HK$4.50
971,天然甜梅酒紫蘇,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022012181654713438.jpg,650 ML,HK$139.00
972,好卡頓粉紅啤酒樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022067201654713493.jpg,250ML,HK$17.50
973,威士忌炭酸汽酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026366781654938419.jpg,350ML,HK$9.90
974,威路氏紫提子汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020014441654711370.jpg,46OZ,HK$46.90
975,宇治之露玄米茶包,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020640531654712344.jpg,40G,HK$22.90
976,安佳全脂即溶奶粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026094101654938285.jpg,900G,HK$105.00
977,安佳脫脂保鮮奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026411731654938432.jpg,1pc,HK$23.90
978,安得利士多啤梨蜜思,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029987221654940120.jpg,750ML,HK$45.00
979,安得利蜜桃蜜思加汽酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029987141654940118.jpg,750ML,HK$45.00
980,安怡 長青高鈣低脂袋裝奶粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020734761654712406.jpg,1000G,HK$135.00
981,安怡 關節適高鈣低脂奶粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027293901654938749.jpg,800G,HK$149.00
982,安怡 高鈣低脂奶粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020115911654711570.jpg,1.7 KG,HK$219.00
983,安怡 高鈣低脂奶粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200186021654941121.jpg,500克,HK$60.00
984,安怡 高鈣低脂袋裝奶粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021810141654713255.jpg,1000G,HK$128.00
985,寶加 香濃咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002164515.jpg,,HK$13.50
986,寶尚父子 拉維妮黑皮諾,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023176751654936635.jpg,750ML,HK$215.00
987,尊尼獲加18年威士忌,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023458251654936806.jpg,1pc,HK$598.00
988,尊尼獲加黑牌大號,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026583911654938495.jpg,1pc,HK$368.00
989,小林製藥 杜仲茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021793311654713246.jpg,45G,HK$68.00
990,小林製藥 杜仲茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200506391654941190.jpg,500毫升,HK$10.90
991,屈臣氏青森紅蘋果味蘇打水,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0203044161654941498.jpg,420ml,HK$9.90
992,山梨白桃發泡酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020593841654712294.jpg,350ML,HK$12.90
993,山田錦特別純米酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023018771654936552.jpg,300ML,HK$69.00
994,岩井威士忌,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020361681654712013.jpg,750ML,HK$679.00
995,川寧大桔嶺茶包,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020011211654711356.jpg,25'S,HK$41.90
996,川寧英國早餐特級紅茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026909981654938594.jpg,200G,HK$109.90
997,弗倫斯堡 全麥啤酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027923721654939020.jpg,330ML,HK$19.90
998,弗倫斯堡 原麥味啤酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027923561654939019.jpg,330ML,HK$19.90
999,弗倫斯堡 黃金啤酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027923641654939020.jpg,330ML,HK$19.90
1000,弗倫斯堡 黑啤,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027923801654939021.jpg,330ML,HK$19.90
1001,德國雷瑪雷司令晚收甜白酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200709181654941221.jpg,750ml,HK$179.00
1002,招牌微糖咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025565461654938012.jpg,185G,HK$5.90
1003,捷榮漠加咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022584651654713859.jpg,12X14G,HK$18.90
1004,新多利 BLENDY烘焙牛奶咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021649451654713129.jpg,500ML,HK$16.90
1005,新多利 BOSS特級無糖牛奶咖啡,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$13.90
1006,新多利 BOSS絲滑黑咖啡,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$13.90
1007,新多利 提子味飲品,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028360881654939237.jpg,430ML,HK$15.90
1008,新多利麥茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020520661654712188.jpg,1pc,HK$25.90
1009,日之清酒上撰,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024499161654937373.jpg,1.8LIT,HK$89.00
1010,日本 霧島山麓牛乳,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025119541654937735.jpg,1LIT,HK$28.90
1011,日本喬亞 歐陸特級黑咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021646971654713120.jpg,290ML,HK$16.90
1012,日本喬亞 歐陸特級黑咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021648611654713126.jpg,400ML,HK$18.90
1013,日本喬亞 熟成咖啡,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$15.90
1014,日本喬亞 牛奶冰咖啡,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$14.90
1015,日本喬亞 特級咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002164663.jpg,,HK$14.90
1016,日本喬亞 黑咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021645801654713119.jpg,185G,HK$14.90
1017,日本天然水(阿蘇),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021911951654713358.jpg,1pc,HK$15.90
1018,日本盛清酒山田錦,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021067891654712629.jpg,720ML,HK$219.00
1019,日本盛清酒晚酌,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025879051654938176.jpg,2000ML,HK$159.00
1020,日本盛清酒晚酌辛口,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022738781654936375.jpg,2000 ML,HK$159.00
1021,日本盛清酒甘口,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025104361654937723.jpg,720 ML,HK$108.00
1022,日本蝶矢清酒特撰,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029945231654940081.jpg,1800 ML,HK$139.00
1023,日本雀巢 黃金深煎咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021667831654713159.jpg,900ML,HK$19.90
1024,日本麥茶(茶包）,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020425621654712050.jpg,1pc,HK$24.90
1025,星巴克 咖啡星冰樂,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002291854-1_1.jpg,,HK$25.00
1026,星巴克 朱古力咖啡星冰樂,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002291862-1_1.jpg,,HK$25.00
1027,星巴克 經典朱古力,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002291896-1_1.jpg,,HK$20.90
1028,星巴克 雙份特濃咖啡加忌廉,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$20.90
1029,星巴克   雲呢拿咖啡星冰樂,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$25.00
1030,智利華詩歌長相思酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027022491654938641.jpg,750ML,HK$129.00
1031,曼斯納士多啤梨紅茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021554141654713037.jpg,50G,HK$51.50
1032,月桂冠   上撰,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023019501654936556.jpg,1pc,HK$189.00
1033,月桂冠   佳撰紙盒裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023018691654936551.jpg,1pc,HK$159.00
1034,月桂冠   完熟梅酒原酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023019761654936559.jpg,720ML,HK$269.00
1035,月桂冠   美人梅酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023018851654936553.jpg,300ML,HK$59.00
1036,有機抹茶入玄米茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026852791654938572.jpg,150G,HK$43.90
1037,有氣礦泉水-原味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020027311654711411.jpg,750ML,HK$18.90
1038,有氣礦泉水原味樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020027231654711409.jpg,330ML,HK$12.90
1039,有氣礦泉水檸檬味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020246441654711881.jpg,750 ML,HK$18.90
1040,有氣礦泉水青檸味樽,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020422081654712048.jpg,330ML,HK$14.90
1041,有汽利賓納,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021381541654712881.jpg,6X325ML,HK$24.90
1042,朝日 六條麥茶飲品,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020262681654711927.jpg,600ML,HK$13.90
1043,朝日 啤酒大罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029038471654939537.jpg,500 ML,HK$12.50
1044,朝日 特級無糖咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020793171654712450.jpg,185G,HK$10.90
1045,朝日啤酒原箱,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024492211654937368.jpg,24X350ML,HK$260.00
1046,木屋 柑橘有汽飲料,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020012811_01654941090.jpg,250ml,HK$32.90
1047,本格燒酌(米),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022311241654713643.jpg,1pc,HK$159.00
1048,朱古力甜酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027290281654938745.jpg,750ML,HK$359.00
1049,杜仲+8種荼葉混合茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022944781654936512.jpg,500ML,HK$10.90
1050,松竹梅白壁藏<澪>清酒 GOLD,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025221261654937806.jpg,300ML,HK$69.00
1051,松蒲一純米大吟釀,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029446841654939708.jpg,720ML,HK$509.00
1052,柏齡健心奶粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026681191654938528.jpg,1.7KG,HK$219.00
1053,柑桔檸檬,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020672541654712373.jpg,1500ML,HK$28.00
1054,柚子梨茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023657321654936891.jpg,1130G,HK$59.00
1055,格蘭傑經典,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021037031654712608.jpg,700ML,HK$468.00
1056,格蘭傑雪莉酒桶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021037291654712609.jpg,700ML,HK$679.00
1057,格蘭利威單一純麥威,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020580061654712273.jpg,700ML,HK$535.00
1058,桂格 活關節奶粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021190221654712707.jpg,750G,HK$139.00
